suttacode	pts	english_title	pali_title	nikayacode	collection_name	chaptercode	chapter_name	vagga	samyutta	section	main_theme	subtopic	summary	key_excerpt1	key_excerpt2	similes	stage	training	aspect	teacher	audience	method	length	prominence	formulas	nikayas_parallels	āgamas_parallels	taisho_parallels	sanskrit_parallels	vinaya_parallels	others_parallels	partial_parallels_nā	partial_parallels_all	suggested_suttas	suttacentral	dhamma.gift	thebuddhaswords	dhammapearls	bw_legacy								
MN128	M iii 152	Corruptions	Upakkilesa Sutta	MN	Majjhima Nikāya	MN121-130	Emptiness	Suññatavagga			Harmony	Friends	A second discourse set at the quarrel of kosambi, this depicts the Buddha , having failed to achieve reconciliation between the disputing mendicants, leaving the monastery. He spends time in the wilderness before encountering an inspiring community of practicing monks. There he discusses in detail obstacles to meditation that he encountered before awakening	"He abused me, he hit me! 
He beat me, he took from me!’ 
Those who cling to hate like this 
Never settle their enmity. .Those Who never cling to hate 
Always settle their enmity
If you find an alert companion, 
A wise and virtuous friend, 
Then, overcoming all challenges, 
Wander with them, joyful and mindful     living in harmony, appreciating each other, without quarreling, blending like milk and water, and regarding each other with kindly eyes
When I understood that doubt, loss of focus, dullness and drowsiness, terror, excitement, discomfort,excessive energy, overly lax energy, longing,perception of diversity, and excessive concentration on forms are corruptions of the mind, I gave them up"	"For enmity in this world 
Is never settled by enmity. 
It’s only settled by love: 
This is an ancient principle  it’s better to wander alone, 
For a fool can never be a friend. 
Wander alone and do no wrong, 
At ease like a tusker in the wild
 consistently treat these venerables with kindness by way of body, speech, and mind, both in public and in private. I Think: ‘why don’t I set aside my own ideas and just go along with these venerables’ 
I Developed immersion while placing the mind and keeping it connected; without placing the mind, but just keeping it connected; without placing the mind or keeping it connected; with rapture; without rapture; with pleasure; with equanimity, when I had developed immersion in these ways, the knowledge and vision arose in me: ‘my freedom is unshakable"		Beginning	Sīla	Training	Buddha	Bhikkhus	Lecture	Detail	High		DHP3; DHP328; DHP329; DHP330; DHP4; DHP5; DHP6; MN31; JA371; JA428	EA24.8; MA185; MA72	T212.15	SF13; SHT-SUTTA75		MŪLASARVĀSTIVĀDIVINAYA(GILGITIII.II.183); MŪLASARVĀSTIVĀDIVINAYA(GILGITIII.II.184); MŪLASARVĀSTIVĀDIVINAYA(GILGITIII.II.185)	JA371; MA72; EA24.8; JA428; PLI-TV-KD10; DHP3; DHP328; SNP1.3; DHP329; DHP330; DHP4; DHP5; DHP6; THAG4.3; THAG8.1; UD5.9; MN31; MA185	JA371; MA72; SHT-SUTTA75; LZH-DG-KD9:T0880B01; LZH-MG-BU-VB-PC4:T0335A01; LZH-MI-KD10B:T0159A02-#T0160B04; EA24.8; JA428; PLI-TV-KD10:2.2.8-#4.5.1; SF13; T212.15; DHP3; MŪLASARVĀSTIVĀDIVINAYA(GILGITIII.II.184); JA371:4.1; JA428:3.1; PDHP1-13:PDHP5; PLI-TV-KD10:3.1.11; T212.15:VGNS15.9; T213.14:VGNS14.10; UV14:UV14.9; UV-KG14:VUV291; DHP328; MŪLASARVĀSTIVĀDIVINAYA(GILGITIII.II.185); JA428:8.1; PDHP1-13:PDHP9; PLI-TV-KD10:3.1.32; SNP1.3:VNS45; T210.31:VGNS31.9; T212.15:VGNS15.11; T213.14:VGNS14.11; UV14:UV14.13; UV-KG14:VUV295; GF5B:SALO25; MA72:T0535C09-#T0535C10; LZH-DG-KD9:T0882C19-#T0882C20; CND23:134.1; THA-AP2:20.1; DHP329; JA428:9.1; PDHP1-13:PDHP10; PLI-TV-KD10:3.1.36; SNP1.3:VNS46; T210.31:VGNS31.10; T212.15:VGNS15.12; T213.14:VGNS14.12-#VGNS14.13; UV14:UV14.14; UV-KG14:VUV296; GF5B:SALO26; MA72:T0535C11-#T0535C12; LZH-DG-KD9:T0882C21-#T0882C22; CND23:140.1; THA-AP2:21.1; DHP330; JA428:10.1; PDHP1-13:PDHP11; PLI-TV-KD10:3.1.40; T210.2:VGNS2.14; T210.31:VGNS31.11; T212.15:VGNS15.21; T213.14:VGNS14.14; UV14:UV14.16; UV-KG14:VUV298; UVS14:UVS14.16; DHP4; JA371:5.1; JA428:4.1; PDHP1-13:PDHP6; PLI-TV-KD10:3.1.15; UV14:UV14.10; UV-KG14:VUV292; UVS14:UVS14.10; DHP5; JA371:6.1; JA428:5.1; PDHP239-260:PDHP253; PLI-TV-KD10:3.1.19; T210.9:VGNS9.5; T212.15:VGNS15.10; T213.14:VGNS14.9; UV14:UV14.11; UV-KG14:VUV293; DHP6; MŪLASARVĀSTIVĀDIVINAYA(GILGITIII.II.183); JA428:6.1; PDHP239-260:PDHP254; PLI-TV-KD10:3.1.23; T210.9:VGNS9.6; T213.14:VGNS14.7; THAG4.3:VNS275; THAG8.1:VNS498; UV14:UV14.8; UV-KG14:VUV290; UV14:UV14.7; UV-KG14:VUV289-#VUV290; UD5.9:3.1; JA428:2.1; PLI-TV-KD10:3.1.7; MN31; MA185; MN31:1.1-#10.1; JA371:4.1-#6.1; PLI-TV-KD10:3.1.1-#3.1.40; PLI-TV-KD10:2.2.1	MN 48, MN 31, MN 127	https://suttacentral.net/mn128/en/sujato	https://dhamma.gift/read/?q=mn128	https://thebuddhaswords.net/mn/mn128.html		https://find.dhamma.gift/bw/mn/mn128.html#content								
MN128	M iii 152	Corruptions	Upakkilesa Sutta	MN	Majjhima Nikāya	MN121-130	Emptiness	Suññatavagga			Meditation	Meditation instructions	A second discourse set at the quarrel of kosambi, this depicts the Buddha , having failed to achieve reconciliation between the disputing mendicants, leaving the monastery. He spends time in the wilderness before encountering an inspiring community of practicing monks. There he discusses in detail obstacles to meditation that he encountered before awakening	"He abused me, he hit me! 
He beat me, he took from me!’ 
Those who cling to hate like this 
Never settle their enmity. .Those Who never cling to hate 
Always settle their enmity
If you find an alert companion, 
A wise and virtuous friend, 
Then, overcoming all challenges, 
Wander with them, joyful and mindful     living in harmony, appreciating each other, without quarreling, blending like milk and water, and regarding each other with kindly eyes
When I understood that doubt, loss of focus, dullness and drowsiness, terror, excitement, discomfort,excessive energy, overly lax energy, longing,perception of diversity, and excessive concentration on forms are corruptions of the mind, I gave them up"	"For enmity in this world 
Is never settled by enmity. 
It’s only settled by love: 
This is an ancient principle  it’s better to wander alone, 
For a fool can never be a friend. 
Wander alone and do no wrong, 
At ease like a tusker in the wild
 consistently treat these venerables with kindness by way of body, speech, and mind, both in public and in private. I Think: ‘why don’t I set aside my own ideas and just go along with these venerables’ 
I Developed immersion while placing the mind and keeping it connected; without placing the mind, but just keeping it connected; without placing the mind or keeping it connected; with rapture; without rapture; with pleasure; with equanimity, when I had developed immersion in these ways, the knowledge and vision arose in me: ‘my freedom is unshakable"		Middle	Samādhi	Training	Buddha	Bhikkhus	Lecture	Detail	High		DHP3; DHP328; DHP329; DHP330; DHP4; DHP5; DHP6; MN31; JA371; JA428	EA24.8; MA185; MA72	T212.15	SF13; SHT-SUTTA75		MŪLASARVĀSTIVĀDIVINAYA(GILGITIII.II.183); MŪLASARVĀSTIVĀDIVINAYA(GILGITIII.II.184); MŪLASARVĀSTIVĀDIVINAYA(GILGITIII.II.185)	JA371; MA72; EA24.8; JA428; PLI-TV-KD10; DHP3; DHP328; SNP1.3; DHP329; DHP330; DHP4; DHP5; DHP6; THAG4.3; THAG8.1; UD5.9; MN31; MA185	JA371; MA72; SHT-SUTTA75; LZH-DG-KD9:T0880B01; LZH-MG-BU-VB-PC4:T0335A01; LZH-MI-KD10B:T0159A02-#T0160B04; EA24.8; JA428; PLI-TV-KD10:2.2.8-#4.5.1; SF13; T212.15; DHP3; MŪLASARVĀSTIVĀDIVINAYA(GILGITIII.II.184); JA371:4.1; JA428:3.1; PDHP1-13:PDHP5; PLI-TV-KD10:3.1.11; T212.15:VGNS15.9; T213.14:VGNS14.10; UV14:UV14.9; UV-KG14:VUV291; DHP328; MŪLASARVĀSTIVĀDIVINAYA(GILGITIII.II.185); JA428:8.1; PDHP1-13:PDHP9; PLI-TV-KD10:3.1.32; SNP1.3:VNS45; T210.31:VGNS31.9; T212.15:VGNS15.11; T213.14:VGNS14.11; UV14:UV14.13; UV-KG14:VUV295; GF5B:SALO25; MA72:T0535C09-#T0535C10; LZH-DG-KD9:T0882C19-#T0882C20; CND23:134.1; THA-AP2:20.1; DHP329; JA428:9.1; PDHP1-13:PDHP10; PLI-TV-KD10:3.1.36; SNP1.3:VNS46; T210.31:VGNS31.10; T212.15:VGNS15.12; T213.14:VGNS14.12-#VGNS14.13; UV14:UV14.14; UV-KG14:VUV296; GF5B:SALO26; MA72:T0535C11-#T0535C12; LZH-DG-KD9:T0882C21-#T0882C22; CND23:140.1; THA-AP2:21.1; DHP330; JA428:10.1; PDHP1-13:PDHP11; PLI-TV-KD10:3.1.40; T210.2:VGNS2.14; T210.31:VGNS31.11; T212.15:VGNS15.21; T213.14:VGNS14.14; UV14:UV14.16; UV-KG14:VUV298; UVS14:UVS14.16; DHP4; JA371:5.1; JA428:4.1; PDHP1-13:PDHP6; PLI-TV-KD10:3.1.15; UV14:UV14.10; UV-KG14:VUV292; UVS14:UVS14.10; DHP5; JA371:6.1; JA428:5.1; PDHP239-260:PDHP253; PLI-TV-KD10:3.1.19; T210.9:VGNS9.5; T212.15:VGNS15.10; T213.14:VGNS14.9; UV14:UV14.11; UV-KG14:VUV293; DHP6; MŪLASARVĀSTIVĀDIVINAYA(GILGITIII.II.183); JA428:6.1; PDHP239-260:PDHP254; PLI-TV-KD10:3.1.23; T210.9:VGNS9.6; T213.14:VGNS14.7; THAG4.3:VNS275; THAG8.1:VNS498; UV14:UV14.8; UV-KG14:VUV290; UV14:UV14.7; UV-KG14:VUV289-#VUV290; UD5.9:3.1; JA428:2.1; PLI-TV-KD10:3.1.7; MN31; MA185; MN31:1.1-#10.1; JA371:4.1-#6.1; PLI-TV-KD10:3.1.1-#3.1.40; PLI-TV-KD10:2.2.1	MN 48, MN 31, MN 127	https://suttacentral.net/mn128/en/sujato	https://dhamma.gift/read/?q=mn128	https://thebuddhaswords.net/mn/mn128.html		https://find.dhamma.gift/bw/mn/mn128.html#content								
MN129	M iii 163	Foolish and the Astute	Bālapaṇḍita Sutta	MN	Majjhima Nikāya	MN121-130	Emptiness	Suññatavagga			Kamma	Fools and astutes	A fool suffers both in this life and the next, while the astute benefits in both respects	"A fool thinks poorly, speaks poorly, and acts poorly. They experience suffering of  shame, regret and fear of punishment in this present life
If there’s anything of which it may be rightly said that it is utterly likable, desirable, and agreeable, it is of heaven that this should be said, compared to the happiness of heaven, the pleasure and happiness experienced by a wheel-turning monarch due to those seven treasures and those four blessings doesn’t even count, it’s not even a fraction, there’s no comparison
I haven’t done bad, violent, and corrupt things. And I have done good and skillful deeds that keep me safe"	"Wise man thinks wholesome thoughts, speaks wholesome speech, and 
does wholesome deeds that he is a wise man and is said to be wise.
 it’s not easy to completely describe the suffering in the animal realm or hell, compared to the suffering in hell, the pain and distress experienced by that man due to being struck with three hundred spears doesn’t even count, it’s not even a fraction, there’s no comparison
Suppose a gambler on the first lucky throw was to win a big pile of money. But Such a lucky throw is trivial compared to the lucky throw whereby an astute person, when their body breaks up, after death, is reborn in a good place, a heavenly realm"	"Turtle with one eye poke its neck through the hole in that yoke trying once every 100 years
Himalayas compared with a rock, like suffering of hell "	Intro	Sīla	Practical	Buddha	Bhikkhus	Lecture	Detail	Low			MA199		UP2.033		SAN-LO-MVU2	MA199; AN2.1; MN13; AN3.3; PE3; AN3.36; MN130; JA530	MA199; T86:T0909B02-#T0909A18; UP2.033; SAN-LO-MVU2; DIVY26; AN2.1:3.1; MN13:14.1; MND15:6.1; MND7:56.1; CND20:10.1; CND23:31.1; AN3.3:1.1; NE37:399.1; PE3:14.1; AN3.3:2.1; NE37:400.1; AN3.36:16.1-#17.1; MN130:16.3-#16.7; JA530:18.1-#19.1; PV10:13.1-#14.1; MND15:9.1-#10.1; CND23:35.1-#36.1; KV20.3:8.1-#9.1; PV19:14.1-#15.1; PV38:37.1-#38.1; NE37:451.1; NE37:450.1	MN 130	https://suttacentral.net/mn129/en/sujato	https://dhamma.gift/read/?q=mn129	https://thebuddhaswords.net/mn/mn129.html		https://find.dhamma.gift/bw/mn/mn129.html#content								
MN129	M iii 163	Foolish and the Astute	Bālapaṇḍita Sutta	MN	Majjhima Nikāya	MN121-130	Emptiness	Suññatavagga			Kamma	Destinations	A fool suffers both in this life and the next, while the astute benefits in both respects	"A fool thinks poorly, speaks poorly, and acts poorly. They experience suffering of  shame, regret and fear of punishment in this present life
If there’s anything of which it may be rightly said that it is utterly likable, desirable, and agreeable, it is of heaven that this should be said, compared to the happiness of heaven, the pleasure and happiness experienced by a wheel-turning monarch due to those seven treasures and those four blessings doesn’t even count, it’s not even a fraction, there’s no comparison
I haven’t done bad, violent, and corrupt things. And I have done good and skillful deeds that keep me safe"	"Wise man thinks wholesome thoughts, speaks wholesome speech, and 
does wholesome deeds that he is a wise man and is said to be wise.
 it’s not easy to completely describe the suffering in the animal realm or hell, compared to the suffering in hell, the pain and distress experienced by that man due to being struck with three hundred spears doesn’t even count, it’s not even a fraction, there’s no comparison
Suppose a gambler on the first lucky throw was to win a big pile of money. But Such a lucky throw is trivial compared to the lucky throw whereby an astute person, when their body breaks up, after death, is reborn in a good place, a heavenly realm"	"Turtle with one eye poke its neck through the hole in that yoke trying once every 100 years
Himalayas compared with a rock, like suffering of hell "	Intro	Sīla	Practical	Buddha	Bhikkhus	Lecture	Detail	Low			MA199		UP2.033		SAN-LO-MVU2	MA199; AN2.1; MN13; AN3.3; PE3; AN3.36; MN130; JA530	MA199; T86:T0909B02-#T0909A18; UP2.033; SAN-LO-MVU2; DIVY26; AN2.1:3.1; MN13:14.1; MND15:6.1; MND7:56.1; CND20:10.1; CND23:31.1; AN3.3:1.1; NE37:399.1; PE3:14.1; AN3.3:2.1; NE37:400.1; AN3.36:16.1-#17.1; MN130:16.3-#16.7; JA530:18.1-#19.1; PV10:13.1-#14.1; MND15:9.1-#10.1; CND23:35.1-#36.1; KV20.3:8.1-#9.1; PV19:14.1-#15.1; PV38:37.1-#38.1; NE37:451.1; NE37:450.1	MN 130	https://suttacentral.net/mn129/en/sujato	https://dhamma.gift/read/?q=mn129	https://thebuddhaswords.net/mn/mn129.html		https://find.dhamma.gift/bw/mn/mn129.html#content								
MN129	M iii 163	Foolish and the Astute	Bālapaṇḍita Sutta	MN	Majjhima Nikāya	MN121-130	Emptiness	Suññatavagga			Integrity	Fools and astutes	A fool suffers both in this life and the next, while the astute benefits in both respects	"A fool thinks poorly, speaks poorly, and acts poorly. They experience suffering of  shame, regret and fear of punishment in this present life
If there’s anything of which it may be rightly said that it is utterly likable, desirable, and agreeable, it is of heaven that this should be said, compared to the happiness of heaven, the pleasure and happiness experienced by a wheel-turning monarch due to those seven treasures and those four blessings doesn’t even count, it’s not even a fraction, there’s no comparison
I haven’t done bad, violent, and corrupt things. And I have done good and skillful deeds that keep me safe"	"Wise man thinks wholesome thoughts, speaks wholesome speech, and 
does wholesome deeds that he is a wise man and is said to be wise.
 it’s not easy to completely describe the suffering in the animal realm or hell, compared to the suffering in hell, the pain and distress experienced by that man due to being struck with three hundred spears doesn’t even count, it’s not even a fraction, there’s no comparison
Suppose a gambler on the first lucky throw was to win a big pile of money. But Such a lucky throw is trivial compared to the lucky throw whereby an astute person, when their body breaks up, after death, is reborn in a good place, a heavenly realm"	"Turtle with one eye poke its neck through the hole in that yoke trying once every 100 years
Himalayas compared with a rock, like suffering of hell "	Intro	Sīla	Practical	Buddha	Bhikkhus	Lecture	Detail	Low			MA199		UP2.033		SAN-LO-MVU2	MA199; AN2.1; MN13; AN3.3; PE3; AN3.36; MN130; JA530	MA199; T86:T0909B02-#T0909A18; UP2.033; SAN-LO-MVU2; DIVY26; AN2.1:3.1; MN13:14.1; MND15:6.1; MND7:56.1; CND20:10.1; CND23:31.1; AN3.3:1.1; NE37:399.1; PE3:14.1; AN3.3:2.1; NE37:400.1; AN3.36:16.1-#17.1; MN130:16.3-#16.7; JA530:18.1-#19.1; PV10:13.1-#14.1; MND15:9.1-#10.1; CND23:35.1-#36.1; KV20.3:8.1-#9.1; PV19:14.1-#15.1; PV38:37.1-#38.1; NE37:451.1; NE37:450.1	MN 130	https://suttacentral.net/mn129/en/sujato	https://dhamma.gift/read/?q=mn129	https://thebuddhaswords.net/mn/mn129.html		https://find.dhamma.gift/bw/mn/mn129.html#content								
MN13	M i 83	Mass of Suffering, Longer Discourse 	Mahādukkhakkhandha Sutta	MN	Majjhima Nikāya	MN11-20	Lion’s Roar	Sīhanādavagga			Pleasures	Gratification, Drawbacks, Escape	"Challenged to show the difference between his teaching and that of other ascetics, the Buddha  points out that they speak of letting go, but do not really understand why. He then explains in great detail the suffering that arises from attachment to sensual stimulation
In deliciously graphic terms, the Buddha  describes the allures and drawbacks of sensuality, physical form, and feeling. What better incentive could there be to escape samsara once and for all?"	"For sensuality: gratification of 5 kinds of sensual pleasures; drawbacks unpleasant things, hard work is wasted, what used to be mine is gone, fighting, war, bad conduct of body, speech, and mind with bad consequences in this life and after death. escape removing and giving up desire and greed for sensuality
Truly understand sensual pleasures, form & feelings gratification, drawback, and escape for what they are"	"For form: gratification is the pleasure and happiness that arise from beauty and prettiness; drawbacks are old age, sickness and death; escape is removing and giving up desire and greed for forms
For feelings: gratification are unafflicted feelings from jhanas; drawbacks are feelings are impermanent, suffering, and perishable; escape removing abandoning  and giving up desire and greed for feelings"		Beginning	Paññā	Doctrinal	Buddha	Bhikkhus	Lecture	Detail	High	4 jhānas		EA21.9; MA99	T53				EA21.9; MA99; AN2.1; MN129; AN6.63; MN14; MN139; SN36.20; SN36.19	EA21.9; MA99; T53; AN2.1:3.1; MN129:4.1; MND15:6.1; MND7:56.1; CND20:10.1; CND23:31.1; AN6.63:8.1; MN14:6.1-#14.1; MN139:9.1; SN36.20:2.1; SN36.19:6.1; KV8.3:9.1; CND23:166.1	MN 14, MN 54; SN 35.63; SN 35.115; SN 35.189; AN 6.63; AN 9.34; AN 9.36; Thig 13.1.	https://suttacentral.net/mn13/en/sujato	https://dhamma.gift/read/?q=mn13	https://thebuddhaswords.net/mn/mn13.html		https://find.dhamma.gift/bw/mn/mn13.html#content								
MN13	M i 83	Mass of Suffering, Longer Discourse 	Mahādukkhakkhandha Sutta	MN	Majjhima Nikāya	MN11-20	Lion’s Roar	Sīhanādavagga			Feelings	Gratification, Drawbacks, Escape	"Challenged to show the difference between his teaching and that of other ascetics, the Buddha  points out that they speak of letting go, but do not really understand why. He then explains in great detail the suffering that arises from attachment to sensual stimulation
In deliciously graphic terms, the Buddha  describes the allures and drawbacks of sensuality, physical form, and feeling. What better incentive could there be to escape samsara once and for all?"	"For sensuality: gratification of 5 kinds of sensual pleasures; drawbacks unpleasant things, hard work is wasted, what used to be mine is gone, fighting, war, bad conduct of body, speech, and mind with bad consequences in this life and after death. escape removing and giving up desire and greed for sensuality
Truly understand sensual pleasures, form & feelings gratification, drawback, and escape for what they are"	"For form: gratification is the pleasure and happiness that arise from beauty and prettiness; drawbacks are old age, sickness and death; escape is removing and giving up desire and greed for forms
For feelings: gratification are unafflicted feelings from jhanas; drawbacks are feelings are impermanent, suffering, and perishable; escape removing abandoning  and giving up desire and greed for feelings"		Beginning	Paññā	Doctrinal	Buddha	Bhikkhus	Lecture	Detail	High	4 jhānas		EA21.9; MA99	T53				EA21.9; MA99; AN2.1; MN129; AN6.63; MN14; MN139; SN36.20; SN36.19	EA21.9; MA99; T53; AN2.1:3.1; MN129:4.1; MND15:6.1; MND7:56.1; CND20:10.1; CND23:31.1; AN6.63:8.1; MN14:6.1-#14.1; MN139:9.1; SN36.20:2.1; SN36.19:6.1; KV8.3:9.1; CND23:166.1	MN 14, MN 54; SN 35.63; SN 35.115; SN 35.189; AN 6.63; AN 9.34; AN 9.36; Thig 13.1.	https://suttacentral.net/mn13/en/sujato	https://dhamma.gift/read/?q=mn13	https://thebuddhaswords.net/mn/mn13.html		https://find.dhamma.gift/bw/mn/mn13.html#content								
MN130	M iii 178	Messengers of the Gods	Devadūta Sutta	MN	Majjhima Nikāya	MN121-130	Emptiness	Suññatavagga			Reflections	Messengers, Divine	Expanding on the previous, this discourse contains the most detailed descriptions of the horrors of hell	"Because you were negligent, you didn’t do good by way of body, speech, and mind. 
Well, they’ll definitely punish you to fit your negligence, .
, there he feels painful, racking, piercing feelings, yet he does not die as long as his evil kamma is not exhausted."	"Messengers of the gods: I’m not exempt from rebirth,  from old age, from sickness, from death, someone who does bad deeds receives such punishment in the present life, what must happen to them in the next; 
Punish them with the five-fold crucifixion, throw them down and hack them with axes, harness them to a chariot, and drive them back and forth across burning ground, make them climb up and down a huge mountain of burning coals, seared in boiling scum, toss them into the great hell, immediately adjacent to the great hell is the vast dung hell, the vast hell of hot coals, the vast hell of the red silk-cotton wood,  vast hell of the sword-leaf trees, vast acid hell"	Standing between 2 houses, like seeing beings reborn in different realms	Intro	Sīla	Practical	Buddha	Bhikkhus	Lecture	Detail			AN3.36	EA32.4; MA64	T42; T43; T741; T86				AN3.36; EA32.4; MA64; DA30; MN129; JA530	AN3.36; EA32.4; MA64; T42; T43; T86:T0909B02-#T0910C20; DA30:T0126B09-#T0127A28; T212.10:VNS306-#T0669B10; T24:T0330C18-#T0332B16; T25:T0365A15-#T0387B13; T741; T86; AN3.36:1.1; AN3.36:16.1-#17.1; MN129:16.3-#16.7; JA530:18.1-#19.1; PV10:13.1-#14.1; MND15:9.1-#10.1; CND23:35.1-#36.1; KV20.3:8.1-#9.1; PV19:14.1-#15.1; PV38:37.1-#38.1; AN3.36:13.1-#15.1; CND23:32.1-#33.1; MND15:7.1-#8.1; MIL3.4.6:2.1	MA 199, MN 129, AN 3.38	https://suttacentral.net/mn130/en/sujato	https://dhamma.gift/read/?q=mn130	https://thebuddhaswords.net/mn/mn130.html		https://find.dhamma.gift/bw/mn/mn130.html#content								
MN130	M iii 178	Messengers of the Gods	Devadūta Sutta	MN	Majjhima Nikāya	MN121-130	Emptiness	Suññatavagga			Kamma	Hell horrors	Expanding on the previous, this discourse contains the most detailed descriptions of the horrors of hell	"Because you were negligent, you didn’t do good by way of body, speech, and mind. 
Well, they’ll definitely punish you to fit your negligence, .
, there he feels painful, racking, piercing feelings, yet he does not die as long as his evil kamma is not exhausted."	"Messengers of the gods: I’m not exempt from rebirth,  from old age, from sickness, from death, someone who does bad deeds receives such punishment in the present life, what must happen to them in the next; 
Punish them with the five-fold crucifixion, throw them down and hack them with axes, harness them to a chariot, and drive them back and forth across burning ground, make them climb up and down a huge mountain of burning coals, seared in boiling scum, toss them into the great hell, immediately adjacent to the great hell is the vast dung hell, the vast hell of hot coals, the vast hell of the red silk-cotton wood,  vast hell of the sword-leaf trees, vast acid hell"	Standing between 2 houses, like seeing beings reborn in different realms	Intro	Sīla	Doctrinal	Buddha	Bhikkhus	Lecture	Detail			AN3.36	EA32.4; MA64	T42; T43; T741; T86				AN3.36; EA32.4; MA64; DA30; MN129; JA530	AN3.36; EA32.4; MA64; T42; T43; T86:T0909B02-#T0910C20; DA30:T0126B09-#T0127A28; T212.10:VNS306-#T0669B10; T24:T0330C18-#T0332B16; T25:T0365A15-#T0387B13; T741; T86; AN3.36:1.1; AN3.36:16.1-#17.1; MN129:16.3-#16.7; JA530:18.1-#19.1; PV10:13.1-#14.1; MND15:9.1-#10.1; CND23:35.1-#36.1; KV20.3:8.1-#9.1; PV19:14.1-#15.1; PV38:37.1-#38.1; AN3.36:13.1-#15.1; CND23:32.1-#33.1; MND15:7.1-#8.1; MIL3.4.6:2.1	MA 199, MN 129, AN 3.38	https://suttacentral.net/mn130/en/sujato	https://dhamma.gift/read/?q=mn130	https://thebuddhaswords.net/mn/mn130.html		https://find.dhamma.gift/bw/mn/mn130.html#content								
MN131	M iii 187	An Auspicious Day	Bhaddekaratta Sutta	MN	Majjhima Nikāya	MN131-140	Analysis	Vibhaṅgavagga			Aggregates	Present moment	In this stirring discourse the Buddha  underscores the vital urgency of keeping one's attention firmly rooted in the present moment. After all, the past is gone, the future isn't here; this present moment is all we have.	"Don’t run back to the past,  don’t hope for the future. 
What’s past is left behind; 
The future has not arrived;
And phenomena in the present are clearly seen in every case. 
Knowing this, foster it—
Unfaltering, unshakable.
Today’s the day to keenly work, who knows, tomorrow may bring death!"	One is unshakable in the present when he don’t regard form as self, self as having form, form in self, or self in form, perceptions, conciousness, feelings nor choices, any of the 5 aggregates		Final	Paññā	Training	Buddha	Bhikkhus	Lecture	Detail	Low					SHT-SUTTA21			MN132; MN133; MN134; JA538	SAG:SAG41.1; MN132:3.2-#3.6; MN133:5.1-#5.5; MN134:3.1-#3.5; SHT-SUTTA21; NE37:216.1-#219.1; THA-AP550:20.1-#23.1; MN132:3.2-#3.14; MN133:5.1-#5.13; MN134:3.1-#3.13; JA538:121.1; MND10:11.1; MND10:31.1; MND10:13.1; MND9:81.1	MN 133, MA 165	https://suttacentral.net/mn131/en/sujato	https://dhamma.gift/read/?q=mn131	https://thebuddhaswords.net/mn/mn131.html		https://find.dhamma.gift/bw/mn/mn131.html#content								
MN132	M iii 189	Ānanda and One Fine Night	Ānandabhaddekaratta Sutta	MN	Majjhima Nikāya	MN131-140	Analysis	Vibhaṅgavagga			Noble Truths	Aggregates	 In this stirring discourse the Buddha  underscores the vital urgency of keeping one's attention firmly rooted in the present moment. After all, the past is gone, the future isn't here; this present moment is all we have. (The same discourse as mn 131, but spoken by venerable Ananda.)	"Don’t run back to the past, 
Don’t hope for the future. 
What’s past is left behind; 
The future has not arrived"	 don’t muster delight there, thinking: ‘I had such form in the past.’ … ‘I had such feeling … perception … choice … consciousness in the past,       don’t muster delight there, thinking: ‘may I have such form in the future.’ … ‘may I have such feeling … perception … choice … consciousness in the future		Beginning	Paññā	Doctrinal	Ananda	Bhikkhus	Lecture	Detail				MA167		SF106			MN131; MN133; MN134; MA167; JA538	SAG:SAG41.1; MN131:3.1-#3.5; MN133:5.1-#5.5; MN134:3.1-#3.5; MA167; SF106; NE37:216.1-#219.1; THA-AP550:20.1-#23.1; MN131:3.1-#3.13; MN133:5.1-#5.13; MN134:3.1-#3.13; JA538:121.1	MN 131 - 134, MA 164- 167	https://suttacentral.net/mn132/en/sujato	https://dhamma.gift/read/?q=mn132	https://thebuddhaswords.net/mn/mn132.html		https://find.dhamma.gift/bw/mn/mn132.html#content								
MN133	M iii 192	Mahākaccāna and One Fine Night	Mahākaccānabhaddekaratta Sutta	MN	Majjhima Nikāya	MN131-140	Analysis	Vibhaṅgavagga			6 Senses	Present moment	The verses about being present (MN 131) are explained in 6 senses context  by venerable Mahakaccāna	"Don’t run back to the past,  don’t hope for the future. 
What’s past is left behind; 
The future has not arrived;
And phenomena in the present are clearly seen in every case. 
Knowing this, foster it—
Unfaltering, unshakable.
